,County Code, County Name, District Code, District Name, School Code, School Name, Princ. Title, Princ. First Name, Princ. Last Name, Princ. Title 2, Princ. Email, Address1, Address2, City, State, Zip, Mailing Address1, Mailing Address2, Mailing City, Mailing State, Mailing Zip, HIB Title1, HIB First Nname, HIB Last Name, HIB Title2, Homeless Liaison Title1, Homeless Liaison First Name, Homeless Liaison Last Name, Homeless Liaison Title2, Phone, Pre-K, Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12, Post Grad., Adult Ed.
10,1,ATLANTIC,110,Atlantic City Public Schools,50,Chelsea Heights School,Mr,Kenneth,Flood,Principal,kflood@acboe.org,4101  Filbert Avenue, ,Atlantic City,NJ,08401-1023,4101  Filbert Avenue,,Atlantic City,NJ,08401-1023,Mrs,Joyce,Sidibe,Anti-Bullying Specialist,,,,,(609)343-7272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
11,1,ATLANTIC,110,Atlantic City Public Schools,50,Chelsea Heights School,Mr,Kenneth,Flood,Principal,kflood@acboe.org,4101  Filbert Avenue, ,Atlantic City,NJ,08401-1023,4101  Filbert Avenue,,Atlantic City,NJ,08401-1023,Mrs,Joyce,Sidibe,Anti-Bullying Specialist,,,,,(609)343-7272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
12,1,ATLANTIC,110,Atlantic City Public Schools,50,Chelsea Heights School,Mr,Kenneth,Flood,Principal,kflood@acboe.org,4101  Filbert Avenue, ,Atlantic City,NJ,08401-1023,4101  Filbert Avenue,,Atlantic City,NJ,08401-1023,Mrs,Joyce,Sidibe,Anti-Bullying Specialist,,,,,(609)343-7272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
13,1,ATLANTIC,110,Atlantic City Public Schools,50,Chelsea Heights School,Mr,Kenneth,Flood,Principal,kflood@acboe.org,4101  Filbert Avenue, ,Atlantic City,NJ,08401-1023,4101  Filbert Avenue,,Atlantic City,NJ,08401-1023,Mrs,Joyce,Sidibe,Anti-Bullying Specialist,,,,,(609)343-7272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
14,1,ATLANTIC,110,Atlantic City Public Schools,140,Dr Martin Luther King Jr School Complex,,,,,,1700 Marmora Avenue, ,Atlantic City,NJ,08401,1700 Marmora Avenue,,Atlantic City,NJ,08401,Mr,Allen,Kressman,Anti-Bullying Specialist,,,,,(609)343-7380,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
15,1,ATLANTIC,110,Atlantic City Public Schools,140,Dr Martin Luther King Jr School Complex,,,,,,1700 Marmora Avenue, ,Atlantic City,NJ,08401,1700 Marmora Avenue,,Atlantic City,NJ,08401,Mr,Allen,Kressman,Anti-Bullying Specialist,,,,,(609)343-7380,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
16,1,ATLANTIC,110,Atlantic City Public Schools,140,Dr Martin Luther King Jr School Complex,,,,,,1700 Marmora Avenue, ,Atlantic City,NJ,08401,1700 Marmora Avenue,,Atlantic City,NJ,08401,Mr,Allen,Kressman,Anti-Bullying Specialist,,,,,(609)343-7380,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
17,1,ATLANTIC,110,Atlantic City Public Schools,140,Dr Martin Luther King Jr School Complex,,,,,,1700 Marmora Avenue, ,Atlantic City,NJ,08401,1700 Marmora Avenue,,Atlantic City,NJ,08401,Mr,Allen,Kressman,Anti-Bullying Specialist,,,,,(609)343-7380,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
18,1,ATLANTIC,110,Atlantic City Public Schools,70,New York Avenue School,Mr,James,Knox,Principal,jknox@acboe.org,411 N New York Avenue, ,Atlantic City,NJ,08401,411 N New York Avenue,,Atlantic City,NJ,08401,Mrs,Tracey,Captan,Anti-Bullying Specialist,,,,,(609)343-7280,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
19,1,ATLANTIC,110,Atlantic City Public Schools,70,New York Avenue School,Mr,James,Knox,Principal,jknox@acboe.org,411 N New York Avenue, ,Atlantic City,NJ,08401,411 N New York Avenue,,Atlantic City,NJ,08401,Mrs,Tracey,Captan,Anti-Bullying Specialist,,,,,(609)343-7280,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
20,1,ATLANTIC,110,Atlantic City Public Schools,70,New York Avenue School,Mr,James,Knox,Principal,jknox@acboe.org,411 N New York Avenue, ,Atlantic City,NJ,08401,411 N New York Avenue,,Atlantic City,NJ,08401,Mrs,Tracey,Captan,Anti-Bullying Specialist,,,,,(609)343-7280,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
21,1,ATLANTIC,110,Atlantic City Public Schools,70,New York Avenue School,Mr,James,Knox,Principal,jknox@acboe.org,411 N New York Avenue, ,Atlantic City,NJ,08401,411 N New York Avenue,,Atlantic City,NJ,08401,Mrs,Tracey,Captan,Anti-Bullying Specialist,,,,,(609)343-7280,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
22,1,ATLANTIC,110,Atlantic City Public Schools,100,PENNSYLVANIA AVE SCHOOL,Dr,LaQuetta,Small,Principal,lsmall@acboe.org,201 N. Pennsylvania Avenue, ,Atlantic City,NJ,08401-5235,201 N. Pennsylvania Avenue,,Atlantic City,NJ,08401-5235,Mrs,Antoinette,Gray,Anti-Bullying Specialist,,,,,(609)343-7290,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
23,1,ATLANTIC,110,Atlantic City Public Schools,100,PENNSYLVANIA AVE SCHOOL,Dr,LaQuetta,Small,Principal,lsmall@acboe.org,201 N. Pennsylvania Avenue, ,Atlantic City,NJ,08401-5235,201 N. Pennsylvania Avenue,,Atlantic City,NJ,08401-5235,Mrs,Antoinette,Gray,Anti-Bullying Specialist,,,,,(609)343-7290,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
24,1,ATLANTIC,110,Atlantic City Public Schools,100,PENNSYLVANIA AVE SCHOOL,Dr,LaQuetta,Small,Principal,lsmall@acboe.org,201 N. Pennsylvania Avenue, ,Atlantic City,NJ,08401-5235,201 N. Pennsylvania Avenue,,Atlantic City,NJ,08401-5235,Mrs,Antoinette,Gray,Anti-Bullying Specialist,,,,,(609)343-7290,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
25,1,ATLANTIC,110,Atlantic City Public Schools,100,PENNSYLVANIA AVE SCHOOL,Dr,LaQuetta,Small,Principal,lsmall@acboe.org,201 N. Pennsylvania Avenue, ,Atlantic City,NJ,08401-5235,201 N. Pennsylvania Avenue,,Atlantic City,NJ,08401-5235,Mrs,Antoinette,Gray,Anti-Bullying Specialist,,,,,(609)343-7290,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
26,1,ATLANTIC,110,Atlantic City Public Schools,120,Richmond Avenue School,Ms,Shelley,Williams,Principal,shwilliams@acboe.org,4115 Ventnor Avenue, ,Atlantic City,NJ,08401-5860,4115 Ventnor Avenue,,Atlantic City,NJ,08401-5860,Mrs,Angela,Combs,Anti-Bullying Specialist,,,,,(609)343-7250,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
27,1,ATLANTIC,110,Atlantic City Public Schools,120,Richmond Avenue School,Ms,Shelley,Williams,Principal,shwilliams@acboe.org,4115 Ventnor Avenue, ,Atlantic City,NJ,08401-5860,4115 Ventnor Avenue,,Atlantic City,NJ,08401-5860,Mrs,Angela,Combs,Anti-Bullying Specialist,,,,,(609)343-7250,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
28,1,ATLANTIC,110,Atlantic City Public Schools,120,Richmond Avenue School,Ms,Shelley,Williams,Principal,shwilliams@acboe.org,4115 Ventnor Avenue, ,Atlantic City,NJ,08401-5860,4115 Ventnor Avenue,,Atlantic City,NJ,08401-5860,Mrs,Angela,Combs,Anti-Bullying Specialist,,,,,(609)343-7250,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
29,1,ATLANTIC,110,Atlantic City Public Schools,120,Richmond Avenue School,Ms,Shelley,Williams,Principal,shwilliams@acboe.org,4115 Ventnor Avenue, ,Atlantic City,NJ,08401-5860,4115 Ventnor Avenue,,Atlantic City,NJ,08401-5860,Mrs,Angela,Combs,Anti-Bullying Specialist,,,,,(609)343-7250,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
30,1,ATLANTIC,110,Atlantic City Public Schools,30,Sovereign Avenue School,Ms,Medina,Peyton,Principal,mpeyton@acboe.org,3205 Arctic Avenue, ,Atlantic City,NJ,08401-3711,3205 Arctic Avenue,,Atlantic City,NJ,08401-3711,Mrs,Melissa,Mays- brown,Anti-Bullying Specialist,,,,,(609)343-7260,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
31,1,ATLANTIC,110,Atlantic City Public Schools,30,Sovereign Avenue School,Ms,Medina,Peyton,Principal,mpeyton@acboe.org,3205 Arctic Avenue, ,Atlantic City,NJ,08401-3711,3205 Arctic Avenue,,Atlantic City,NJ,08401-3711,Mrs,Melissa,Mays- brown,Anti-Bullying Specialist,,,,,(609)343-7260,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
32,1,ATLANTIC,110,Atlantic City Public Schools,30,Sovereign Avenue School,Ms,Medina,Peyton,Principal,mpeyton@acboe.org,3205 Arctic Avenue, ,Atlantic City,NJ,08401-3711,3205 Arctic Avenue,,Atlantic City,NJ,08401-3711,Mrs,Melissa,Mays- brown,Anti-Bullying Specialist,,,,,(609)343-7260,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
33,1,ATLANTIC,110,Atlantic City Public Schools,30,Sovereign Avenue School,Ms,Medina,Peyton,Principal,mpeyton@acboe.org,3205 Arctic Avenue, ,Atlantic City,NJ,08401-3711,3205 Arctic Avenue,,Atlantic City,NJ,08401-3711,Mrs,Melissa,Mays- brown,Anti-Bullying Specialist,,,,,(609)343-7260,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
34,1,ATLANTIC,110,Atlantic City Public Schools,60,Texas Avenue School,Mrs,Rosetta,Johnson,Principal,rjohnson@acboe.org,2523 Arctic Avenue, ,Atlantic City,NJ,08401-3901,2523 Arctic Avenue,,Atlantic City,NJ,08401-3901,Mr,Richard,Prince,Anti-Bullying Specialist,,,,,(609)343-7350,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
35,1,ATLANTIC,110,Atlantic City Public Schools,60,Texas Avenue School,Mrs,Rosetta,Johnson,Principal,rjohnson@acboe.org,2523 Arctic Avenue, ,Atlantic City,NJ,08401-3901,2523 Arctic Avenue,,Atlantic City,NJ,08401-3901,Mr,Richard,Prince,Anti-Bullying Specialist,,,,,(609)343-7350,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
36,1,ATLANTIC,110,Atlantic City Public Schools,60,Texas Avenue School,Mrs,Rosetta,Johnson,Principal,rjohnson@acboe.org,2523 Arctic Avenue, ,Atlantic City,NJ,08401-3901,2523 Arctic Avenue,,Atlantic City,NJ,08401-3901,Mr,Richard,Prince,Anti-Bullying Specialist,,,,,(609)343-7350,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
37,1,ATLANTIC,110,Atlantic City Public Schools,60,Texas Avenue School,Mrs,Rosetta,Johnson,Principal,rjohnson@acboe.org,2523 Arctic Avenue, ,Atlantic City,NJ,08401-3901,2523 Arctic Avenue,,Atlantic City,NJ,08401-3901,Mr,Richard,Prince,Anti-Bullying Specialist,,,,,(609)343-7350,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
38,1,ATLANTIC,110,Atlantic City Public Schools,80,Uptown School Complex,Mr,Michael,Bird,Interim Principal,mbird@acboe.org,323 Madison Avenue, ,Atlantic City,NJ,08401-5417,323 Madison Avenue,,Atlantic City,NJ,08401-5417,Mr,Kareem,Spence,Anti-Bullying Specialist,,,,,(609)344-8809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
39,1,ATLANTIC,110,Atlantic City Public Schools,80,Uptown School Complex,Mr,Michael,Bird,Interim Principal,mbird@acboe.org,323 Madison Avenue, ,Atlantic City,NJ,08401-5417,323 Madison Avenue,,Atlantic City,NJ,08401-5417,Mr,Kareem,Spence,Anti-Bullying Specialist,,,,,(609)344-8809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
40,1,ATLANTIC,110,Atlantic City Public Schools,80,Uptown School Complex,Mr,Michael,Bird,Interim Principal,mbird@acboe.org,323 Madison Avenue, ,Atlantic City,NJ,08401-5417,323 Madison Avenue,,Atlantic City,NJ,08401-5417,Mr,Kareem,Spence,Anti-Bullying Specialist,,,,,(609)344-8809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
41,1,ATLANTIC,110,Atlantic City Public Schools,80,Uptown School Complex,Mr,Michael,Bird,Interim Principal,mbird@acboe.org,323 Madison Avenue, ,Atlantic City,NJ,08401-5417,323 Madison Avenue,,Atlantic City,NJ,08401-5417,Mr,Kareem,Spence,Anti-Bullying Specialist,,,,,(609)344-8809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
42,1,ATLANTIC,110,Atlantic City Public Schools,130,Venice Park School,,,,,,1601 N Penrose Avenue, ,Atlantic City,NJ,08401-1710,1601 N Penrose Avenue,,Atlantic City,NJ,08401-1710,Mr,Allen,Kressman,Anti-Bullying Specialist,,,,,(609)343-7270,1.0,,,,,,,,,,,,,,,
43,1,ATLANTIC,110,Atlantic City Public Schools,130,Venice Park School,,,,,,1601 N Penrose Avenue, ,Atlantic City,NJ,08401-1710,1601 N Penrose Avenue,,Atlantic City,NJ,08401-1710,Mr,Allen,Kressman,Anti-Bullying Specialist,,,,,(609)343-7270,1.0,,,,,,,,,,,,,,,
44,1,ATLANTIC,110,Atlantic City Public Schools,130,Venice Park School,,,,,,1601 N Penrose Avenue, ,Atlantic City,NJ,08401-1710,1601 N Penrose Avenue,,Atlantic City,NJ,08401-1710,Mr,Allen,Kressman,Anti-Bullying Specialist,,,,,(609)343-7270,1.0,,,,,,,,,,,,,,,
45,1,ATLANTIC,110,Atlantic City Public Schools,130,Venice Park School,,,,,,1601 N Penrose Avenue, ,Atlantic City,NJ,08401-1710,1601 N Penrose Avenue,,Atlantic City,NJ,08401-1710,Mr,Allen,Kressman,Anti-Bullying Specialist,,,,,(609)343-7270,1.0,,,,,,,,,,,,,,,
46,1,ATLANTIC,125,Atlantic County Special Services School District,30,Atlantic County Elementary and Middle Schools,Mr,Tad,Derenberger,Principal,tderenberger@acsssd.net,4805 NAWAKWA BOULEVARD, ,MAYS LANDING,NJ,08330,4805 NAWAKWA BOULEVARD,,MAYS LANDING,NJ,08330,Ms,Lisa,Borchardt,Anti-Bullying Specialist,,,,,(609)909-9147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
47,1,ATLANTIC,125,Atlantic County Special Services School District,60,Atlantic County High School,Mr,Eric,Flecken,Principal,eflecken@acsssd.net,4805 NAWAKWA BOULEVARD, ,MAYS LANDING,NJ,08330,4805 NAWAKWA BOULEVARD,,MAYS LANDING,NJ,08330,Ms,Sharon,Warren,Anti-Bullying Specialist,,,,,(609)625-5663,,,,,,,,,,,1.0,1.0,1.0,1.0,,
48,1,ATLANTIC,120,Atlantic County Vocational School District,300,Atlantic County Alternative High School,Mr,Nathan,Davis,Principal,ndavis@acitech.org,1450 19th Street, ,Mays Landing,NJ,08330,1450 19th Street,,Mays Landing,NJ,08330,Mr,Jeffrey,Shaw,Anti-Bullying Specialist,,,,,(609)625-2249,,,,,,,,,,,1.0,1.0,1.0,1.0,,
49,1,ATLANTIC,120,Atlantic County Vocational School District,10,Atlantic County Institute of Technology,Mr,Ronald,DeFelice,Principal,RDeFelice@acitech.org,5080 ATLANTIC AVENUE, ,MAYS LANDING,NJ,08330-2024,5080 ATLANTIC AVENUE,,MAYS LANDING,NJ,08330-2024,Mr,Richard,Lees,Anti-Bullying Specialist,,,,,(609)625-2249,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0
50,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,25,BUENA REGIONAL HIGH SCHOOL,Mr,MOSES,WHITE,Principal,MWHITE@BUENA.K12.NJ.US,125 WEYMOUTH ROAD, ,BUENA,NJ,08310-9620,125 WEYMOUTH ROAD,PO BOX 309,BUENA,NJ,08310-9620,Ms,Judy,Venafro,Anti-Bullying Specialist,,,,,(856)697-2400,,,,,,,,,,,1.0,1.0,1.0,1.0,,
51,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,30,BUENA REGIONAL MIDDLE SCHOOL,Ms,Karen,Santoro,Principal,ksantoro@BUENA.K12.NJ.US,175 WEYMOUTH RD, ,BUENA,NJ,08310,175 WEYMOUTH RD,,BUENA,NJ,08310,Mr,Tony,Mancini,Anti-Bullying Specialist,,,,,(856)697-0100,,,,,,,,1.0,1.0,1.0,,,,,,
52,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,45,COLLINGS LAKES ELEMENTARY SCHOOL,Mr,DANIEL,BENEDETTO,School Principal,DBENEDETTO@BUENA.K12.NJ.US,620 CAINS MILL RD  & LAKE GEOR, ,WILLIAMSTOWN,NJ,08094-8419,620 CAINS MILL RD  & LAKE GEOR,,WILLIAMSTOWN,NJ,08094-8419,Ms,Elizabeth,Zellers,Anti-Bullying Specialist,,,,,(856)885-4994,,1.0,1.0,1.0,1.0,,,,,,,,,,,
53,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,300,DR. J.P. CLEARY ELEMENTARY,Mrs,SHELLY,RICHARDS,School Principal,SRICHARDS@BUENA.K12.NJ.US,1501 CENTRAL AVE, ,MINOTOLA,NJ,08341,1501 CENTRAL AVE,,MINOTOLA,NJ,08341,Mr,George,Wolos,Anti-Bullying Specialist,,,,,(856)697-8080,,,,,,1.0,1.0,,,,,,,,,
54,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,55,JOHN C. MILANESI ELEMENTARY SCHOOL,Ms,ANNA,BETTINI,Principal,ABETTINI@BUENA.K12.NJ.US,880 HARDING HIGHWAY, ,BUENA,NJ,08310-9701,880 HARDING HIGHWAY,,BUENA,NJ,08310-9701,Ms,Angela,Villecco,Anti-Bullying Specialist,,,,,(856)697-0605,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
55,1,ATLANTIC,570,Brigantine Public Schools,10,Brigantine Elementary School,Mr,Donald,Marrandino,Principal,dmarrandino@brigantineschools.org,301 E  EVANS BOULEVARD,P O  BOX 947 ,BRIGANTINE,NJ,08203,301 E  EVANS BOULEVARD,P O  BOX 947,BRIGANTINE,NJ,08203,Mrs,Kristen,Barron-geubtner,Anti-Bullying Specialist,,,,,(609)264-9501,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
56,1,ATLANTIC,570,Brigantine Public Schools,30,Brigantine North Middle School,Mrs,Kathy,Fox,School Principal,kfox@brigantineschools.org,301 E  EVANS BOULEVARD,P O  BOX 947 ,BRIGANTINE,NJ,08203,301 E  EVANS BOULEVARD,P O  BOX 947,BRIGANTINE,NJ,08203,Mr,Greg,Smallwood,Anti-Bullying Specialist,,,,,(609)266-3603,,,,,,,1.0,1.0,1.0,1.0,,,,,,
57,1,ATLANTIC,1300,EGG HARBOR CITY SCHOOL DISTRICT,20,Charles L. Spragg School,Mrs,Adrienne,Shulby,School Administrator,ashulby@ehcs.k12.nj.us,601 BUFFALO AVE, ,EGG HARBOR CITY,NJ,08215-2105,601 BUFFALO AVE,,EGG HARBOR CITY,NJ,08215-2105,Mrs,Tina,Hennaut,Anti-Bullying Specialist,,,,,(609)965-1034,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
58,1,ATLANTIC,1300,EGG HARBOR CITY SCHOOL DISTRICT,30,EGG HARBOR CITY COMMUNITY SCH,Mr,Jack,Griffith,Principal,jgriffith@ehcs.k12.nj.us,730 Havana Avenue, ,EGG HARBOR CITY,NJ,08215-1547,730 Havana Avenue,,EGG HARBOR CITY,NJ,08215-1547,Mrs,Gretchen,Halfpenny,Anti-Bullying Specialist,,,,,(609)965-1034,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,
59,1,ATLANTIC,1310,EGG HARBOR TOWNSHIP SCHOOL DISTRICT,38,ALDER AVENUE MIDDLE SCHOOL,Mr,JOSEPH,MARINELLI,Principal,marinelj@eht.k12.nj.us,25 ALDER AVENUE, ,EGG HARBOR TOWNSHIP,NJ,08234-5315,25 ALDER AVENUE,,EGG HARBOR TOWNSHIP,NJ,08234-5315,Mrs,Lee ann,Dragovits,Anti-Bullying Specialist,,,,,(609)383-3366,,,,,,,,1.0,1.0,1.0,,,,,,
60,1,ATLANTIC,1310,EGG HARBOR TOWNSHIP SCHOOL DISTRICT,33,CLAYTON J. DAVENPORT ELEMENTARY SCHOOL,Mr,Kevin,Fricke,Principal,smithc@eht.k12.nj.us,2501 SPRUCE AVENUE, ,EGG HARBOR TOWNSHIP,NJ,08234-4513,2501 SPRUCE AVENUE,,EGG HARBOR TOWNSHIP,NJ,08234-4513,Mrs,Jennifer,Errickson,Anti-Bullying Specialist,,,,,(609)645-3550,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
61,1,ATLANTIC,1310,EGG HARBOR TOWNSHIP SCHOOL DISTRICT,45,DR. JOYANNE D. MILLER ELEMENTARY SCHOOL,Ms,Latifah,Potter,Principal,potterl@eht.k12.nj.us,2 ALDER AVENUE, ,EGG HARBOR TOWNSHIP,NJ,08234,2 ALDER AVENUE,,EGG HARBOR TOWNSHIP,NJ,08234,Ms,Blake,Forrest,Anti-Bullying Specialist,,,,,(609)407-2500,,,,,,1.0,1.0,,,,,,,,,
62,1,ATLANTIC,1310,EGG HARBOR TOWNSHIP SCHOOL DISTRICT,35,E. H. SLAYBAUGH ELEMENTARY SCHOOL,Ms,MARYANN,GIARDINA,Principal,giardinm@eht.k12.nj.us,11 SWIFT AVENUE, ,EGG HARBOR TOWNSHIP,NJ,08234-9697,11 SWIFT AVENUE,,EGG HARBOR TOWNSHIP,NJ,08234-9697,Ms,Lori,Kauffman,Anti-Bullying Specialist,,,,,(609)927-8222,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
